"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"79938","TX","El Paso","El Paso","El Paso",193,1095,0,-0.00182315405651778,-0.00363967242948135,20469
2018-07-31,"92336","CA","Riverside","San Bernardino","Fontana",194,2240,0,0.00223713646532438,0.0261108566193312,22928
2018-07-31,"99301","WA","Kennewick","Franklin","Pasco",195,1342,0,-0.000744601638123604,0.000745712155108128,18858
2018-07-31,"20011","DC","Washington","District of Columbia","Washington",196,2592,-0.0023094688221709,-0.00689655172413793,-0.0103092783505155,6880
2018-07-31,"77095","TX","Houston","Harris","Houston",197,1725,-0.000579374275782155,0.0046592894583576,0.0347930413917217,20299
2018-07-31,"91911","CA","San Diego","San Diego","Chula Vista",198,2392,0.000836820083682008,0.00335570469798658,0.0288172043010753,11862
2018-07-31,"77845","TX","College Station","Brazos","College Station",199,1750,0.000571755288736421,0.00286532951289398,-0.0107405313736574,16338
2018-07-31,"92503","CA","Riverside","Riverside","Riverside",200,1946,0.00102880658436214,0.00309278350515464,0.0428724544480171,17863
2018-07-31,"94536","CA","San Francisco","Alameda","Fremont",201,3238,0.000308928019771393,0.00216651191581554,0.00154655119084442,14211
2018-07-31,"27587","NC","Raleigh","Wake","Wake Forest",202,1635,0,-0.000611246943765281,0.00306748466257669,21919
2018-07-31,"21740","MD","Hagerstown","Washington","Hagerstown",203,1060,-0.00469483568075117,-0.0176088971269694,-0.0239410681399632,16882
2018-07-31,"11233","NY","New York","Kings","New York",204,2261,-0.00308641975308642,-0.0139555167902311,-0.0390990225244369,660
2018-07-31,"07302","NJ","New York","Hudson","Jersey City",205,2437,-0.00204750204750205,-0.0105562322371092,-0.0879491017964072,3060
2018-07-31,"90280","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","South Gate",206,2333,0.00214776632302406,0.00257842715943275,0.015230635335074,10539
2018-07-31,"22191","VA","Washington","Prince William","Woodbridge",207,1791,0,0.000558659217877095,-0.0287418655097614,8812
2018-07-31,"19111","PA","Philadelphia","Philadelphia","Philadelphia",208,1299,0,0,-0.00459770114942529,12310
2018-07-31,"89117","NV","Las Vegas","Clark","Las Vegas",209,1599,0.000625782227784731,0.00125234815278647,0.0210727969348659,14001
2018-07-31,"87120","NM","Albuquerque","Bernalillo","Albuquerque",210,1234,0,0,0.0198347107438017,21399
2018-07-31,"43230","OH","Columbus","Franklin","Gahanna",211,1546,0.000647249190938511,0.00194426441996111,-0.00450740502253703,14102
2018-07-31,"40475","KY","Richmond","Madison","Richmond",212,1136,0.00530973451327434,0.0252707581227437,0.0327272727272727,15931
2018-07-31,"46227","IN","Indianapolis","Marion","Indianapolis",213,1139,-0.00175284837861525,-0.00349956255468067,0.0252025202520252,12135
