"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-07-31,"80019","CO","Denver","Arapahoe","Aurora",13102,1810,-0.000552181115405853,-0.00220507166482911,0.0100446428571429,810
2018-07-31,"05476","VT","Burlington","Franklin","Richford",13103,1408,-0.0119298245614035,-0.0434782608695652,-0.0160726764500349,912
2018-07-31,"45629","OH","Portsmouth","Scioto","Franklin Furnace",13104,921,-0.00539956803455724,-0.0170757737459979,-0.0961727183513248,558
2018-07-31,"47334","IN","Muncie","Delaware","Daleville",13105,954,0.00104931794333683,0.00104931794333683,-0.113382899628253,1632
2018-07-31,"52338","IA","Iowa City","Johnson","Swisher",13106,1782,0.0102040816326531,0.0607142857142857,0.154893065456902,1261
2018-07-31,"56554","MN",,"Becker","Lake Park",13107,1408,-0.0063514467184192,-0.018815331010453,-0.0126227208976157,1581
2018-07-31,"07064","NJ","New York","Middlesex","Woodbridge",13108,2100,-0.00237529691211401,-0.013621418506341,0.00238663484486874,1222
2018-07-31,"15148","PA","Pittsburgh","Allegheny","Wilmerding",13109,793,0,0,-0.00125944584382872,917
2018-07-31,"17771","PA","Williamsport","Lycoming","Lewis",13110,964,-0.00103626943005181,-0.0112820512820513,-0.0827783063748811,726
2018-07-31,"29432","SC","Orangeburg","Orangeburg","Branchville",13111,914,-0.00218340611353712,-0.0129589632829374,-0.029723991507431,843
2018-07-31,"07838","NJ","Allentown","Warren","Liberty",13112,1940,0.0041407867494824,0.0357714895888948,0.0789766407119021,1135
2018-07-31,"51109","IA","Sioux City","Woodbury","Sioux City",13113,890,0,0.00451467268623025,-0.0294438386041439,1231
2018-07-31,"74733","OK","Durant","Bryan","Colbert",13114,937,-0.00106609808102345,-0.00319148936170213,0.0330760749724366,524
2018-07-31,"17529","PA","Lancaster","Lancaster","Leacock",13115,1226,0,-0.00162866449511401,-0.0231075697211155,725
2018-07-31,"61536","IL","Peoria","Peoria","Hanna City",13116,1139,0.00175901495162709,0.0133451957295374,-0.0314625850340136,1036
2018-07-31,"25827","WV","Beckley","Raleigh","Crab Orchard",13117,757,-0.0168831168831169,-0.0405576679340938,-0.0453972257250946,636
2018-07-31,"04048","ME","Portland","York","Limerick",13118,1478,-0.0073875083948959,0.00887372013651877,0.0725689404934688,784
2018-07-31,"23086","VA","Richmond","King William","King William",13119,1293,-0.000772797527047913,-0.00231481481481481,0.0270055599682288,1206
2018-07-31,"55723","MN","Duluth","Saint Louis","Cook",13120,1006,-0.00099304865938431,0.0120724346076459,-0.0233009708737864,1647
2018-07-31,"24380","VA","Blacksburg","Floyd","Willis",13121,1089,0.00461254612546125,0.0168067226890756,-0.0464098073555166,938
2018-07-31,"28137","NC","Albemarle","Stanly","Richfield",13122,1149,-0.00260416666666667,-0.00433275563258232,0.037940379403794,810
2018-07-31,"30750","GA","Chattanooga","Walker","Lookout Mountain",13123,1434,0.00490539593552908,0.0272206303724928,0.0490124359912217,1326
2018-07-31,"46536","IN","South Bend","Saint Joseph","Lakeville",13124,953,-0.00209424083769634,0,0.0214362272240086,1088
2018-07-31,"62264","IL","St. Louis","Saint Clair","New Athens",13125,940,0.00106496272630458,0.00966702470461869,0.0341034103410341,837
2018-07-31,"06280","CT","Worcester","Windham","Windham",13126,1308,-0.0022883295194508,-0.0113378684807256,-0.119191919191919,1060
2018-07-31,"43917","OH","Weirton","Jefferson","Dillonvale",13127,743,-0.00268456375838926,-0.00535475234270415,0.0420757363253857,1082
2018-07-31,"89034","NV","Las Vegas","Clark","Mesquite",13128,1472,0.00409276944065484,0.0215128383067314,0.0689905591866376,1084
2018-07-31,"26038","WV","Wheeling","Marshall","Glen Dale",13129,997,0,-0.00796019900497512,-0.113777777777778,1213
2018-07-31,"18076","PA","Philadelphia","Montgomery","Red Hill",13130,1470,0.00068073519400953,0.00409836065573771,0.00753941055517478,826
2018-07-31,"68059","NE","Omaha","Sarpy","Springfield",13131,1511,0,-0.00132187706543291,-0.0591531755915317,1009
2018-07-31,"20688","MD","Washington","Calvert","Solomons",13132,1698,0,0,-0.0291595197255575,844
2018-07-31,"73541","OK","Lawton","Comanche","Fletcher",13133,742,0.00134952766531714,0.0027027027027027,0.0465444287729196,597
2018-07-31,"05464","VT",,"Lamoille","Cambridge",13134,1549,-0.00577663671373556,-0.0233291298865069,0.0157377049180328,941
2018-07-31,"30555","GA",,"Fannin","McCaysville",13135,1148,-0.00173913043478261,-0.00519930675909879,0.00790166812993854,557
2018-07-31,"47229","IN","Seymour","Jackson","Crothersville",13136,889,0,0,0.0183276059564719,929
2018-07-31,"97327","OR","Albany","Linn","Brownsville",13137,1390,0.00216294160057678,0.0303928836174944,0.112,698
2018-07-31,"03855","NH","Boston","Strafford","New Durham",13138,1599,0.00125234815278647,-0.0172095881991395,-0.0857632933104631,1515
2018-07-31,"04562","ME","Portland","Sagadahoc","Phippsburg",13139,1652,-0.00541842263696568,-0.0137313432835821,-0.0581527936145952,1611
2018-07-31,"17859","PA","Bloomsburg","Columbia","Fishing Creek",13140,1140,-0.000876424189307625,-0.0034965034965035,-0.0155440414507772,753
2018-07-31,"50622","IA","Waterloo","Bremer","Denver",13141,1242,0.0008058017727639,0.0130505709624796,0.0436974789915966,1108
2018-07-31,"70079","LA","New Orleans","Saint Charles","Norco",13142,1199,0,0,-0.06328125,1019
2018-07-31,"01503","MA","Worcester","Worcester","Berlin",13143,2340,0.000427533133817871,0.00905562742561449,0.0593028519692168,920
2018-07-31,"28669","NC","North Wilkesboro","Wilkes","Roaring River",13144,1003,-0.00298210735586481,0,0.0383022774327122,751
2018-07-31,"55934","MN","Rochester","Olmsted","Eyota",13145,1492,0.00134228187919463,0.0240219629375429,0.0212183436002738,1235
2018-07-31,"17049","PA",,"Juniata","Fayette",13146,1138,0,-0.000877963125548727,-0.00262927256792287,698
2018-07-31,"17744","PA","Williamsport","Lycoming","Woodward",13147,969,-0.00308641975308642,-0.0192307692307692,-0.0261306532663317,777
2018-07-31,"79329","TX","Lubbock","Lubbock","Idalou",13148,1140,0,0.00440528634361234,-0.0355329949238579,912
2018-07-31,"30205","GA","Atlanta","Fayette","Brooks",13149,1801,0.00222593210907067,0.00166852057842047,-0.0399786780383795,1103
2018-07-31,"22737","VA","Washington","Culpeper","Rixeyville",13150,1555,-0.00575447570332481,0.009085009733939,0.0257255936675462,965
2018-07-31,"45652","OH","Portsmouth","Scioto","McDermott",13151,899,0,-0.0120879120879121,-0.077948717948718,566
2018-07-31,"29107","SC","Orangeburg","Orangeburg","Neeses",13152,873,0.00114678899082569,0,-0.0157835400225479,670
2018-07-31,"45390","OH","Greenville","Darke","Union City",13153,813,0.00123152709359606,-0.00732600732600733,-0.027511961722488,747
2018-07-31,"54005","WI",,"Polk","Clear Lake",13154,1065,-0.00652985074626866,-0.0220385674931129,-0.0361990950226244,859
2018-07-31,"16406","PA","Meadville","Crawford","Conneautville",13155,984,-0.00404858299595142,-0.0100603621730382,-0.016983016983017,724
2018-07-31,"28071","NC","Charlotte","Rowan","Gold Hill",13156,1134,-0.000881057268722467,0.00442869796279894,-0.00526315789473684,966
2018-07-31,"72519","AR",,"Izard","Calico Rock",13157,877,0.0034324942791762,0.00114155251141553,-0.0477741585233442,433
2018-07-31,"18942","PA","Philadelphia","Bucks","Tinicum",13158,1945,0.00154479917610711,0.0067287784679089,0.0103896103896104,1119
2018-07-31,"44253","OH","Cleveland","Medina","Litchfield",13159,1441,-0.0027681660899654,-0.0203942895989123,-0.0412508316699933,1098
2018-07-31,"02464","MA","Boston","Middlesex","Newton",13160,2607,-0.00382116927779901,-0.0125,-0.043302752293578,822
2018-07-31,"30538","GA","Toccoa","Stephens","Eastanollee",13161,1040,0.000962463907603465,0.00192678227360308,0.00775193798449612,607
2018-07-31,"56220","MN",,"Yellow Medicine","Canby",13162,1133,0.00711111111111111,0.0271985494106981,-0.0130662020905923,684
2018-07-31,"03574","NH","Claremont","Grafton","Bethlehem",13163,1240,0,-0.00161030595813205,0.00977198697068404,1189
2018-07-31,"18372","PA","East Stroudsburg","Monroe","Pocono",13164,1433,-0.000697350069735007,-0.00139372822299652,0.0206552706552707,1548
2018-07-31,"77702","TX","Beaumont","Jefferson","Beaumont",13165,1193,-0.000837520938023451,-0.00417362270450751,0.028448275862069,896
