RegionName,City,State,Metro,CountyName,SizeRank,MedianPrice
75054,Grand Prairie,TX,Dallas-Fort Worth,Dallas,7291,374900
98579,Rochester,WA,Olympia,Thurston,7293,304450
17350,Oxford,PA,Gettysburg,Adams,7294,208700
95946,Penn Valley,CA,Truckee,Nevada,7295,434950
49849,Ishpeming,MI,Marquette,Marquette,7296,109900
81082,Trinidad,CO,,Las Animas,7297,215000
28134,Pineville,NC,Charlotte,Mecklenburg,7298,293950
40033,Lebanon,KY,,Marion,7298,129900
39563,Moss Point,MS,Gulfport,Jackson,7300,61000
41094,Walton,KY,Cincinnati,Boone,7300,229990
64080,Pleasant Hill,MO,Kansas City,Cass,7302,244500
30204,Barnesville,GA,Atlanta,Lamar,7303,169100
85007,Phoenix,AZ,Phoenix,Maricopa,7303,321000
6424,East Hampton,CT,Hartford,Middlesex,7305,278900
91377,Oak Park,CA,Ventura,Ventura,7305,875000
25403,Martinsburg,WV,Hagerstown,Berkeley,7307,229900
54487,Tomahawk,WI,Merrill,Lincoln,7308,166000
32766,Oviedo,FL,Orlando,Seminole,7309,429950
94571,Rio Vista,CA,Vallejo,Solano,7310,399545
59911,Bigfork,MT,Kalispell,Flathead,7311,665000
64128,Kansas City,MO,Kansas City,Jackson,7311,41250
2748,Dartmouth,MA,Providence,Bristol,7313,639000
8069,Carneys Point,NJ,Philadelphia,Salem,7313,102450
49224,Albion,MI,Battle Creek,Calhoun,7313,74900
75757,Bullard,TX,Tyler,Smith,7316,294838.5
15370,Franklin,PA,,Greene,7317,179999
23875,Prince George,VA,Richmond,Prince George,7318,216750
24084,Dublin,VA,Blacksburg,Pulaski,7318,159900
19425,Chester Springs,PA,Philadelphia,Chester,7320,549975
81201,Salida,CO,,Chaffee,7320,493500
60503,Aurora,IL,Chicago,Kane,7322,249900
76103,Fort Worth,TX,Dallas-Fort Worth,Tarrant,7323,167250
11751,Islip,NY,New York,Suffolk,7324,389000
28469,Ocean Isle Beach,NC,Myrtle Beach,Brunswick,7325,396450
72212,Little Rock,AR,Little Rock,Pulaski,7325,294750
64154,Kansas City,MO,Kansas City,Jackson,7327,339900
44054,Sheffield Lake,OH,Cleveland,Lorain,7328,148000
75862,Trinity,TX,Huntsville,Trinity,7328,145000
97027,Gladstone,OR,Portland,Clackamas,7330,389900
19129,Philadelphia,PA,Philadelphia,Philadelphia,7331,275000
60447,Minooka,IL,Chicago,Grundy,7332,250000
2364,Kingston,MA,Boston,Plymouth,7333,474900
75494,Winnsboro,TX,,Wood,7334,187000
76692,Whitney,TX,,Hill,7334,165500
36877,Smiths Station,AL,Auburn,Lee,7336,190000
38340,Henderson,TN,Jackson,Chester,7336,149999
18960,Sellersville,PA,Philadelphia,Bucks,7338,288000
1569,Uxbridge,MA,Worcester,Worcester,7339,362450
77808,Bryan,TX,College Station,Brazos,7339,303750
82520,Lander,WY,Riverton,Fremont,7339,268500
99603,Homer,AK,,Kenai Peninsula,7342,309500
97221,Portland,OR,Portland,Multnomah,7343,650000
36022,Deatsville,AL,Montgomery,Elmore,7344,205000
32641,Gainesville,FL,Gainesville,Alachua,7345,94800
39059,Crystal Springs,MS,Jackson,Copiah,7346,136000
2481,Wellesley,MA,Boston,Norfolk,7347,1875000
78256,San Antonio,TX,San Antonio,Bexar,7348,421450
10804,New Rochelle,NY,New York,Westchester,7349,829900
19390,Penn,PA,Philadelphia,Chester,7349,304950
96097,Yreka,CA,,Siskiyou,7351,202450
91345,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,7352,549950
43031,Johnstown,OH,Columbus,Licking,7353,261900
80863,Woodland Park,CO,Colorado Springs,Teller,7353,434200
63103,Saint Louis,MO,St. Louis,Saint Louis City,7355,152400
50428,Clear Lake,IA,Mason City,Cerro Gordo,7356,262800
32579,Shalimar,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,7357,318000
2339,Carver,MA,Boston,Plymouth,7358,604900
34288,North Port,FL,North Port-Sarasota-Bradenton,Sarasota,7358,229900
19943,Felton,DE,Dover,Kent,7360,249900
59860,Polson,MT,,Lake,7361,369000
65605,Aurora,MO,,Lawrence,7361,113900
93015,Fillmore,CA,Ventura,Ventura,7361,470000
35951,Albertville,AL,Albertville,Marshall,7364,143900
48732,Hampton,MI,Bay City,Bay,7365,114200
78669,Spicewood,TX,Austin,Travis,7366,549000
48629,Houghton Lake,MI,,Roscommon,7367,119900
56431,Aitkin,MN,,Aitkin,7367,219900
6238,Coventry,CT,Hartford,Tolland,7369,265000
48623,Freeland,MI,Saginaw,Saginaw,7370,189900
7204,Roselle Park,NJ,New York,Union,7371,292450
27608,Raleigh,NC,Raleigh,Wake,7371,687900
8534,Hopewell,NJ,Trenton,Mercer,7373,525000
36420,Andalusia,AL,,Covington,7374,139000
84501,Price,UT,Price,Carbon,7374,140000
14219,Hamburg,NY,Buffalo,Erie,7376,149900
60064,North Chicago,IL,Chicago,Lake,7377,75000
35773,Meridianville,AL,Huntsville,Madison,7378,170900
78629,Gonzales,TX,,Gonzales,7379,197000
48462,Ortonville,MI,Detroit,Oakland,7380,296900
55077,Inver Grove Heights,MN,Minneapolis-St Paul,Dakota,7381,475490
80107,Elizabeth,CO,Denver,Elbert,7382,5.00E+05
93614,Coarsegold,CA,Madera,Madera,7382,319450
1119,Springfield,MA,Springfield,Hampden,7384,175000
6903,Stamford,CT,Stamford,Fairfield,7384,799000
56093,Waseca,MN,,Waseca,7386,145450
94517,Clayton,CA,San Francisco,Contra Costa,7386,777000
17847,Milton,PA,Sunbury,Northumberland,7388,155450
16057,Slippery Rock,PA,Pittsburgh,Butler,7389,183700
35570,Hamilton,AL,,Marion,7390,113950
2333,East Bridgewater,MA,Boston,Plymouth,7391,359950
62812,Benton,IL,,Franklin,7392,69000
60481,Wilmington,IL,Chicago,Will,7393,158900
3076,Pelham,NH,Manchester,Hillsborough,7394,449900
55040,Isanti,MN,Minneapolis-St Paul,Isanti,7395,228000
82930,Evanston,WY,Evanston,Uinta,7395,187000
55409,Minneapolis,MN,Minneapolis-St Paul,Hennepin,7397,285000
30467,Sylvania,GA,,Screven,7398,108900
46534,Knox,IN,,Starke,7399,149900
53965,Wisconsin Dells,WI,,Adams,7400,221225
43074,Sunbury,OH,Columbus,Delaware,7401,249900
22657,Strasburg,VA,,Shenandoah,7402,226950
18508,Scranton,PA,Scranton,Lackawanna,7403,69900
17103,Harrisburg,PA,Harrisburg,Dauphin,7404,54450
30326,Atlanta,GA,Atlanta,Fulton,7404,448950
42445,Princeton,KY,,Caldwell,7406,107500
64108,Kansas City,MO,Kansas City,Jackson,7407,275000
74033,Glenpool,OK,Tulsa,Tulsa,7408,175950
63144,Brentwood,MO,St. Louis,Saint Louis,7409,217400
68028,Gretna,NE,Omaha,Sarpy,7410,322350
32333,Havana,FL,Tallahassee,Gadsden,7411,207700
72719,Centerton,AR,Fayetteville,Benton,7412,262500
4105,Falmouth,ME,Portland,Cumberland,7413,599000
27949,Southern Shores,NC,Kill Devil Hills,Dare,7414,549450
75009,Celina,TX,Dallas-Fort Worth,Collin,7414,391393
64089,Smithville,MO,Kansas City,Clay,7416,267000
25405,Martinsburg,WV,Hagerstown,Berkeley,7417,2.00E+05
70739,Greenwell Springs,LA,Baton Rouge,East Baton Rouge,7418,245000
75065,Lake Dallas,TX,Dallas-Fort Worth,Denton,7419,335950
15063,Monongahela,PA,Pittsburgh,Washington,7420,116450
87571,Taos,NM,Taos,Taos,7421,399000
33974,Lehigh Acres,FL,Fort Myers,Lee,7421,182000
33190,Cutler Bay,FL,Miami-Fort Lauderdale,Miami-Dade,7423,239950
2571,Wareham,MA,Boston,Plymouth,7424,299900
61356,Princeton,IL,Ottawa,Bureau,7425,134900
82435,Powell,WY,,Park,7426,255000
25064,Dunbar,WV,Charleston,Kanawha,7427,97500
24901,Lewisburg,WV,,Greenbrier,7428,269000
45807,Elida,OH,Lima,Allen,7429,165450
65026,Eldon,MO,,Miller,7430,144200
13827,Owego,NY,Binghamton,Tioga,7431,129900
71351,Marksville,LA,,Avoyelles,7431,122500
72745,Lowell,AR,Fayetteville,Benton,7433,205500
14519,Ontario,NY,Rochester,Wayne,7434,236700
28721,Clyde,NC,Asheville,Haywood,7434,259450
15906,Johnstown,PA,Johnstown,Cambria,7436,30500
85622,Green Valley,AZ,Tucson,Pima,7437,233950
38558,Crossville,TN,Crossville,Cumberland,7438,236700
46204,Indianapolis,IN,Indianapolis,Marion,7439,349950
64113,Kansas City,MO,Kansas City,Jackson,7440,429450
15137,North Versailles,PA,Pittsburgh,Allegheny,7441,79924
50138,Knoxville,IA,,Marion,7441,139600
73068,Noble,OK,Oklahoma City,Cleveland,7443,151437.5
11950,Mastic,NY,New York,Suffolk,7444,229000
40243,Louisville,KY,Louisville/Jefferson County,Jefferson,7444,239900
44509,Youngstown,OH,Youngstown,Mahoning,7444,39900
45439,Moraine,OH,Dayton,Montgomery,7447,1.00E+05
11778,Rocky Point,NY,New York,Suffolk,7448,299990
35453,Cottondale,AL,Tuscaloosa,Tuscaloosa,7448,159900
77836,Caldwell,TX,College Station,Burleson,7448,297500
48801,Alma,MI,Alma,Gratiot,7451,87000
60033,Harvard,IL,Chicago,McHenry,7452,175950
76302,Wichita Falls,TX,Wichita Falls,Wichita,7452,130900
1940,Lynnfield,MA,Boston,Essex,7454,749944
63645,Fredericktown,MO,,Madison,7454,99949.5
79735,Fort Stockton,TX,,Pecos,7456,150000
48750,Au Sable,MI,,Iosco,7457,89900
32220,Jacksonville,FL,Jacksonville,Duval,7458,174900
25428,Inwood,WV,Hagerstown,Berkeley,7459,209900
32063,Macclenny,FL,Jacksonville,Baker,7459,199450
23072,Hayes,VA,Virginia Beach,Gloucester,7461,275900
6371,Old Lyme,CT,New London,New London,7462,477000
20866,Burtonsville,MD,Washington,Montgomery,7462,329945
8812,Green Brook,NJ,New York,Somerset,7464,315200
33812,Highland City,FL,Lakeland,Polk,7464,252900
2917,Smithfield,RI,Providence,Providence,7466,339450
63077,Saint Clair,MO,St. Louis,Franklin,7467,139900
11730,Islip,NY,New York,Suffolk,7468,489000
12953,Malone,NY,Malone,Franklin,7469,90950
33478,Jupiter,FL,Miami-Fort Lauderdale,Palm Beach,7469,619500
36853,Dadeville,AL,,Tallapoosa,7469,399000
15022,Fallowfield,PA,Pittsburgh,Washington,7472,59900
12589,Shawangunk,NY,Kingston,Ulster,7473,269900
40108,Brandenburg,KY,Elizabethtown,Meade,7474,210000
74953,Poteau,OK,Fort Smith,LeFlore,7475,130000
12188,Waterford,NY,Albany,Saratoga,7476,276900
19530,Kutztown,PA,Reading,Berks,7476,239900
60950,Manteno,IL,Kankakee,Kankakee,7476,249700
80007,Arvada,CO,Denver,Jefferson,7476,555000
95391,Tracy,CA,Stockton,San Joaquin,7476,648419
11790,Stony Brook,NY,New York,Suffolk,7481,492500
23117,Mineral,VA,,Louisa,7482,320750
85714,Tucson,AZ,Tucson,Pima,7483,119950
48160,Milan,MI,Ann Arbor,Washtenaw,7484,209000
38852,Iuka,MS,,Tishomingo,7485,194000
45714,Belpre,OH,Marietta,Washington,7485,140000
19078,Ridley Park,PA,Philadelphia,Delaware,7487,202450
25901,Oak Hill,WV,Beckley,Fayette,7488,95000
54451,Medford,WI,,Taylor,7488,134900
20124,Clifton,VA,Washington,Fairfax,7490,849900
97741,Madras,OR,,Jefferson,7490,228250
78336,Aransas Pass,TX,Corpus Christi,San Patricio,7492,194950
19030,Fairless Hills,PA,Philadelphia,Bucks,7493,262400
62960,Metropolis,IL,Paducah,Massac,7493,84900
98848,Quincy,WA,Moses Lake,Grant,7495,270950
11767,Nesconset,NY,New York,Suffolk,7496,474999
36274,Roanoke,AL,,Randolph,7496,99900
23702,Portsmouth,VA,Virginia Beach,Portsmouth City,7498,139000
38672,Southaven,MS,Memphis,DeSoto,7499,252500
65742,Rogersville,MO,Springfield,Greene,7500,229900
83333,Hailey,ID,Hailey,Blaine,7501,479450
21774,New Market,MD,Washington,Frederick,7502,435000
39581,Pascagoula,MS,Gulfport,Jackson,7502,98950
62095,Wood River,IL,St. Louis,Madison,7504,76900
71119,Shreveport,LA,Shreveport,Caddo,7504,162500
49740,Harbor Springs,MI,,Emmet,7506,319900
76054,Hurst,TX,Dallas-Fort Worth,Tarrant,7507,315000
76354,Burkburnett,TX,Wichita Falls,Wichita,7507,122000
34117,Naples,FL,Naples,Collier,7509,329900
49127,Lincoln,MI,Niles,Berrien,7510,319500
10924,Goshen,NY,New York,Orange,7511,349900
14425,Farmington,NY,Rochester,Ontario,7512,219900
3275,Suncook,NH,Concord,Merrimack,7513,235400
1562,Spencer,MA,Worcester,Worcester,7514,250000
29365,Lyman,SC,Spartanburg,Spartanburg,7514,199900
35004,Moody,AL,Birmingham,Saint Clair,7516,172150
43440,Marblehead,OH,Port Clinton,Ottawa,7516,289900
29401,Charleston,SC,Charleston,Charleston,7518,972000
75551,Atlanta,TX,,Cass,7519,139900
40906,Barbourville,KY,London,Knox,7520,145000
77563,Hitchcock,TX,Houston,Galveston,7521,249700
28428,Carolina Beach,NC,Wilmington,New Hanover,7522,349000
32148,Interlachen,FL,Palatka,Putnam,7523,75500
18657,Tunkhannock,PA,Scranton,Wyoming,7524,169900
28904,Hayesville,NC,,Clay,7524,257900
45434,Beavercreek,OH,Dayton,Greene,7526,259900
19055,Levittown,PA,Philadelphia,Bucks,7527,215000
25419,Falling Waters,WV,Hagerstown,Berkeley,7527,249450
31415,Savannah,GA,Savannah,Chatham,7527,74999.5
74128,Tulsa,OK,Tulsa,Tulsa,7527,84500
70754,Livingston,LA,Baton Rouge,Livingston,7531,203450
71241,Farmerville,LA,Monroe,Union,7531,220000
27863,Pikeville,NC,Goldsboro,Wayne,7533,201400
60152,Marengo,IL,Chicago,McHenry,7534,259900
61254,Geneseo,IL,Davenport,Henry,7535,177900
31632,Hahira,GA,Valdosta,Lowndes,7536,199000
32219,Jacksonville,FL,Jacksonville,Duval,7537,196990
59044,Laurel,MT,Billings,Yellowstone,7537,271999.5
91914,Chula Vista,CA,San Diego,San Diego,7539,725000
74432,Eufaula,OK,,McIntosh,7540,189900
81625,Craig,CO,Craig,Moffat,7540,189000
12414,Catskill,NY,,Greene,7542,221350
3874,Seabrook,NH,Boston,Rockingham,7543,369900
27910,Ahoskie,NC,,Hertford,7543,129900
44056,Macedonia,OH,Akron,Summit,7543,242500
74301,Vinita,OK,,Craig,7546,149000
61354,Peru,IL,Ottawa,La Salle,7547,125950
95425,Cloverdale,CA,Santa Rosa,Sonoma,7547,602500
23662,Poquoson,VA,Virginia Beach,Poquoson City,7549,331500
78578,Port Isabel,TX,Brownsville,Cameron,7549,225000
36110,Montgomery,AL,Montgomery,Montgomery,7551,28250
53098,Watertown,WI,Watertown,Jefferson,7552,162900
30436,Lyons,GA,Vidalia,Toombs,7553,128000
53558,Mc Farland,WI,Madison,Dane,7553,379500
98250,Friday Harbor,WA,,San Juan,7555,699000
1030,Agawam,MA,Springfield,Hampden,7556,277400
18353,Ross,PA,East Stroudsburg,Monroe,7557,220000
74948,Muldrow,OK,Fort Smith,Sequoyah,7557,129900
32222,Jacksonville,FL,Jacksonville,Duval,7559,241490
34217,Holmes Beach,FL,North Port-Sarasota-Bradenton,Manatee,7560,726950
98823,Ephrata,WA,Moses Lake,Grant,7561,187400
78003,Bandera,TX,San Antonio,Bandera,7562,279000
73025,Edmond,OK,Oklahoma City,Oklahoma,7563,352421
18447,Olyphant,PA,Scranton,Lackawanna,7564,132900
60548,Sandwich,IL,Chicago,DeKalb,7565,216450
46163,New Palestine,IN,Indianapolis,Hancock,7566,261850
71047,Keithville,LA,Shreveport,Caddo,7566,204950
28445,Surf City,NC,Wilmington,Pender,7568,283750
62881,Salem,IL,Centralia,Marion,7568,92900
93505,California City,CA,Bakersfield,Kern,7568,163950
44615,Carrollton,OH,Canton,Carroll,7571,154900
48383,White Lake,MI,Detroit,Oakland,7571,334750
30620,Bethlehem,GA,Atlanta,Barrow,7573,210000
50677,Waverly,IA,Waterloo,Bremer,7574,187000
64501,Saint Joseph,MO,St. Joseph,Buchanan,7574,68000
93449,Pismo Beach,CA,San Luis Obispo,San Luis Obispo,7574,899000
16511,Lawrence Park,PA,Erie,Erie,7577,119950
56082,Saint Peter,MN,Mankato,Nicollet,7578,229900
72160,Stuttgart,AR,,Arkansas,7578,90000
30529,Commerce,GA,Jefferson,Jackson,7580,198450
93108,Montecito,CA,Santa Maria-Santa Barbara,Santa Barbara,7581,3692500
21054,Gambrills,MD,Baltimore,Anne Arundel,7582,449900
27244,Elon,NC,Burlington,Alamance,7582,237900
8805,Bound Brook,NJ,New York,Somerset,7584,267450
70047,Destrehan,LA,New Orleans,Saint Charles,7584,239950
17222,Greene,PA,Chambersburg,Franklin,7586,191900
34461,Lecanto,FL,Homosassa Springs,Citrus,7586,239000
92582,San Jacinto,CA,Riverside,Riverside,7588,320000
1507,Charlton,MA,Worcester,Worcester,7589,304900
67235,Wichita,KS,Wichita,Sedgwick,7590,262722.5
74873,Tecumseh,OK,Shawnee,Pottawatomie,7591,117450
45106,Bethel,OH,Cincinnati,Clermont,7592,137400
8010,Edgewater Park,NJ,Philadelphia,Burlington,7593,142425
17241,Penn,PA,Harrisburg,Cumberland,7593,226900
30054,Oxford,GA,Atlanta,Newton,7593,280367.5
46055,McCordsville,IN,Indianapolis,Hancock,7596,272400
69341,Gering,NE,Scottsbluff,Scotts Bluff,7596,169900
28360,Lumberton,NC,Lumberton,Robeson,7598,139400
63124,Ladue,MO,St. Louis,Saint Louis,7598,950000
47006,Batesville,IN,,Ripley,7600,232400
75249,Dallas,TX,Dallas-Fort Worth,Dallas,7601,207950
35960,Centre,AL,,Cherokee,7602,168200
7660,Ridgefield Park,NJ,New York,Bergen,7603,334000
22308,Fort Hunt,VA,Washington,Fairfax,7603,731950
66720,Chanute,KS,,Neosho,7603,78200
38618,Coldwater,MS,Memphis,Tate,7606,173950
60633,Chicago,IL,Chicago,Cook,7606,121900
27040,Winston-Salem,NC,Winston-Salem,Forsyth,7608,209900
59870,Stevensville,MT,,Ravalli,7608,362000
75758,Chandler,TX,Athens,Henderson,7610,214950
94708,Berkeley,CA,San Francisco,Alameda,7610,1095000
93644,Oakhurst,CA,Madera,Madera,7612,312500
75462,Paris,TX,Paris,Lamar,7613,227000
19526,Hamburg,PA,Reading,Berks,7614,150000
8031,Bellmawr,NJ,Philadelphia,Camden,7615,147900
10280,New York,NY,New York,New York,7615,947500
15129,South Park,PA,Pittsburgh,Allegheny,7615,182500
28470,Shallotte,NC,Myrtle Beach,Brunswick,7615,249900
93908,Salinas,CA,Salinas,Monterey,7615,912500
53235,Saint Francis,WI,Milwaukee,Milwaukee,7620,156450
49738,Grayling,MI,,Crawford,7621,129400
4976,Skowhegan,ME,,Somerset,7622,123050
45669,Proctorville,OH,Huntington,Lawrence,7623,189450
50112,Grinnell,IA,,Poweshiek,7624,165000
7843,Hopatcong,NJ,New York,Sussex,7625,229450
10980,Stony Point,NY,New York,Rockland,7625,397450
2053,Medway,MA,Boston,Norfolk,7627,434950
35769,Scottsboro,AL,Scottsboro,Jackson,7628,239000
6478,Oxford,CT,New Haven,New Haven,7629,395000
32776,Sorrento,FL,Orlando,Lake,7629,324999
8004,Waterford,NJ,Philadelphia,Camden,7631,154000
97361,Monmouth,OR,Salem,Polk,7632,313000
80603,Lochbuie,CO,Greeley,Weld,7633,349842.5
27214,Browns Summit,NC,,Guilford,7634,170995
49333,Middleville,MI,Grand Rapids,Barry,7635,249900
50588,Storm Lake,IA,Storm Lake,Buena Vista,7636,155000
22307,Belle Haven,VA,Washington,Fairfax,7637,559450
8318,Pittsgrove,NJ,Philadelphia,Salem,7638,209450
58301,Devils Lake,ND,,Ramsey,7638,176250
65584,Saint Robert,MO,Fort Leonard Wood,Pulaski,7640,149900
24477,Stuarts Draft,VA,Staunton,Augusta,7641,236000
42345,Greenville,KY,,Muhlenberg,7642,123900
20678,Prince Frederick,MD,Washington,Calvert,7643,409450
49103,Oronoko,MI,Niles,Berrien,7643,199200
61548,Metamora,IL,Peoria,Woodford,7645,199900
79108,Amarillo,TX,Amarillo,Potter,7645,139450
31082,Sandersville,GA,,Washington,7647,136250
2563,Sandwich,MA,Cape Cod,Barnstable,7648,449000
20166,Sterling,VA,Washington,Loudoun,7649,427400
35223,Mountain Brook,AL,Birmingham,Jefferson,7650,583662.5
8863,Woodbridge,NJ,New York,Middlesex,7651,299900
13148,Seneca Falls,NY,Seneca Falls,Seneca,7651,133450
18840,Sayre,PA,Sayre,Bradford,7653,148450
61523,Chillicothe,IL,Peoria,Peoria,7653,139900
28657,Newland,NC,,Avery,7655,194500
35125,Pell City,AL,Birmingham,Saint Clair,7656,169500
27025,Madison,NC,,Rockingham,7657,145745
30546,Hiawassee,GA,,Towns,7658,269900
14625,Penfield,NY,Rochester,Monroe,7659,239900
70529,Duson,LA,Lafayette,Lafayette,7659,153000
20781,Hyattsville,MD,Washington,Prince Georges,7661,369900
16354,Titusville,PA,Meadville,Crawford,7662,79500
19962,Magnolia,DE,Dover,Kent,7662,282445
73045,Harrah,OK,Oklahoma City,Oklahoma,7664,181200
60523,Oak Brook,IL,Chicago,Du Page,7665,799000
29691,Walhalla,SC,Seneca,Oconee,7666,172492.5
80435,Keystone,CO,Breckenridge,Summit,7666,625000
22960,Orange,VA,,Orange,7668,264450
87020,Grants,NM,Grants,Cibola,7669,98450
45152,Morrow,OH,Cincinnati,Warren,7670,269032.5
63670,Sainte Genevieve,MO,,Sainte Genevieve,7670,147450
66224,Leawood,KS,Kansas City,Johnson,7672,611910
65809,Springfield,MO,Springfield,Greene,7673,325000
46040,Fishers,IN,Indianapolis,Hamilton,7674,389000
5495,Williston,VT,Burlington,Chittenden,7675,395000
16901,Charleston,PA,,Tioga,7676,179500
8051,Mantua,NJ,Philadelphia,Gloucester,7677,145000
75654,Henderson,TX,Longview,Rusk,7677,155000
1082,Ware,MA,Springfield,Hampshire,7679,165000
44471,Struthers,OH,Youngstown,Mahoning,7679,69900
7836,Mt Olive,NJ,New York,Morris,7681,464900
76230,Bowie,TX,,Montague,7682,145497.5
17113,Steelton,PA,Harrisburg,Dauphin,7683,79950
60545,Plano,IL,Chicago,Kendall,7683,175000
93730,Fresno,CA,Fresno,Fresno,7683,541200
8512,Cranbury,NJ,New York,Middlesex,7686,649450
28713,Bryson City,NC,,Swain,7686,269000
97023,Estacada,OR,Portland,Clackamas,7688,399700
47804,Terre Haute,IN,Terre Haute,Vigo,7689,59900
33982,Punta Gorda,FL,Punta Gorda,Charlotte,7690,261999
86413,Golden Valley,AZ,Lake Havasu City,Mohave,7691,122000
4412,Brewer,ME,Bangor,Penobscot,7692,165466
33330,Cooper City,FL,Miami-Fort Lauderdale,Broward,7693,999750
7062,Plainfield,NJ,New York,Union,7694,244612
44090,Wellington,OH,Cleveland,Lorain,7694,159900
60558,Western Springs,IL,Chicago,Cook,7694,625000
81505,Grand Junction,CO,Grand Junction,Mesa,7697,282400
20882,Damascus,MD,Washington,Montgomery,7698,649950
62010,Bethalto,IL,St. Louis,Madison,7698,144900
74868,Seminole,OK,,Seminole,7700,63500
19004,Lower Merion,PA,Philadelphia,Montgomery,7701,485000
60176,Schiller Park,IL,Chicago,Cook,7702,203000
1463,Pepperell,MA,Boston,Middlesex,7703,365500
53563,Milton,WI,Janesville,Rock,7704,249900
10528,Harrison,NY,New York,Westchester,7705,1499000
61607,Bartonville,IL,Peoria,Peoria,7705,124900
27601,Raleigh,NC,Raleigh,Wake,7707,503000
89109,Las Vegas,NV,Las Vegas,Clark,7708,368999.5
89508,Cold Springs,NV,Reno,Washoe,7709,315450
11764,Miller Place,NY,New York,Suffolk,7710,485000
12211,Colonie,NY,Albany,Albany,7710,399900
12586,Walden,NY,New York,Orange,7712,235000
53963,Waupun,WI,Fond du Lac,Fond du Lac,7712,145000
64106,Kansas City,MO,Kansas City,Jackson,7714,164950
62918,Carterville,IL,Carbondale,Williamson,7715,149900
3909,York,ME,Portland,York,7716,5.00E+05
80621,Fort Lupton,CO,Greeley,Weld,7716,350000
95006,Boulder Creek,CA,Santa Cruz,Santa Cruz,7716,599000
95368,Salida,CA,Modesto,Stanislaus,7716,342000
70445,Lacombe,LA,New Orleans,Saint Tammany,7720,154900
81403,Montrose,CO,Montrose,Montrose,7720,429900
39819,Bainbridge,GA,Bainbridge,Decatur,7722,162400
92252,Joshua Tree,CA,Riverside,San Bernardino,7723,189900
34428,Crystal River,FL,Homosassa Springs,Citrus,7724,269900
33976,Lehigh Acres,FL,Fort Myers,Lee,7724,171900
94158,San Francisco,CA,San Francisco,San Francisco,7726,1599000
36206,Saks,AL,Anniston,Calhoun,7727,89950
20872,Damascus,MD,Washington,Montgomery,7728,392450
11436,New York,NY,New York,Queens,7729,499000
13357,Ilion,NY,Utica,Herkimer,7730,79900
35906,Rainbow City,AL,Gadsden,Etowah,7730,194900
32439,Freeport,FL,Crestview-Fort Walton Beach-Destin,Walton,7732,301990
61462,Monmouth,IL,,Warren,7733,81999.5
35653,Russellville,AL,,Franklin,7734,141000
44408,Columbiana,OH,Salem,Columbiana,7735,159900
28425,Burgaw,NC,Wilmington,Pender,7736,201900
18324,Lehman,PA,New York,Pike,7737,119950
54971,Ripon,WI,Fond du Lac,Fond du Lac,7737,149900
6239,Killingly,CT,Worcester,Windham,7739,225000
21788,Thurmont,MD,Washington,Frederick,7739,287000
59711,Anaconda,MT,,Deer Lodge,7739,169000
98019,Duvall,WA,Seattle,King,7742,675000
60554,Sugar Grove,IL,Chicago,Kane,7743,290700
61301,La Salle,IL,Ottawa,La Salle,7744,73000
21047,Fallston,MD,Baltimore,Harford,7745,461900
34429,Crystal River,FL,Homosassa Springs,Citrus,7745,167000
33972,Lehigh Acres,FL,Fort Myers,Lee,7747,199700
81006,Pueblo,CO,Pueblo,Pueblo,7748,255000
97089,Damascus,OR,Portland,Clackamas,7748,499925
1879,Tyngsboro,MA,Boston,Middlesex,7750,353650
32908,Palm Bay,FL,Melbourne,Brevard,7751,199900
70665,Sulphur,LA,Lake Charles,Calcasieu,7752,230000
8079,Salem,NJ,Philadelphia,Salem,7753,79900
66226,Shawnee,KS,Kansas City,Johnson,7754,335975
84087,Woods Cross,UT,Ogden,Davis,7755,335000
85003,Phoenix,AZ,Phoenix,Maricopa,7755,412000
57785,Sturgis,SD,Rapid City,Meade,7757,276400
98077,Woodinville,WA,Seattle,King,7758,891475
63044,Bridgeton,MO,St. Louis,Saint Louis,7759,175000
89703,Carson City,NV,Carson City,Carson City,7759,424500
35634,Florence,AL,Florence,Lauderdale,7761,279900
92067,Rancho Santa Fe,CA,San Diego,San Diego,7761,3350000
60410,Channahon,IL,Chicago,Will,7763,259900
7604,Hasbrouck Heights,NJ,New York,Bergen,7764,494950
38060,Oakland,TN,Memphis,Fayette,7764,258900
19475,East Vincent,PA,Philadelphia,Chester,7766,329990
93109,Santa Barbara,CA,Santa Maria-Santa Barbara,Santa Barbara,7766,1495000
15037,Elizabeth,PA,Pittsburgh,Allegheny,7768,144700
97479,Sutherlin,OR,Roseburg,Douglas,7768,265000
2921,Cranston,RI,Providence,Providence,7770,397900
93465,Templeton,CA,San Luis Obispo,San Luis Obispo,7771,832000
7885,Wharton,NJ,New York,Morris,7772,249700
83644,Middleton,ID,Boise City,Canyon,7772,284900
60712,Lincolnwood,IL,Chicago,Cook,7774,454500
98346,Kingston,WA,Bremerton,Kitsap,7774,455000
34604,Spring Hill,FL,Tampa,Hernando,7776,194444
2769,Rehoboth,MA,Providence,Bristol,7777,484900
39567,Pascagoula,MS,Gulfport,Jackson,7777,114900
76645,Hillsboro,TX,,Hill,7779,175000
89441,Sparks,NV,Reno,Washoe,7779,474950
54615,Black River Falls,WI,,Jackson,7781,139900
